target_id	length	eff_length	est_counts	tpm
TRINITY_DN155696_c0_g1_i1_len=219	219	87.2618	1	0.726588
TRINITY_DN24014_c1_g1_i1_len=219	219	87.2618	4.25874	3.09435
TRINITY_DN26253_c0_g5_i1_len=219	219	87.2618	3	2.17976
TRINITY_DN26957_c0_g4_i1_len=219	219	87.2618	1	0.726588
TRINITY_DN31733_c0_g1_i2_len=804	804	652.017	75.5633	7.34793
TRINITY_DN32519_c0_g2_i1_len=219	219	87.2618	8.58686	6.2391
TRINITY_DN33669_c0_g1_i1_len=219	219	87.2618	9.72397	7.06532
TRINITY_DN37854_c0_g4_i3_len=219	219	87.2618	8.31437	6.04112
TRINITY_DN42170_c0_g2_i1_len=219	219	87.2618	11.2301	8.15969
TRINITY_DN42452_c0_g3_i2_len=219	219	87.2618	4.36297	3.17008
TRINITY_DN42593_c0_g1_i10_len=219	219	87.2618	2.4255	1.76234
TRINITY_DN46782_c1_g1_i1_len=219	219	87.2618	10.5836	7.68994
TRINITY_DN47202_c1_g2_i1_len=219	219	87.2618	2	1.45318
TRINITY_DN47612_c0_g2_i5_len=1291	1291	1138.98	117.673	6.55051
TRINITY_DN50020_c2_g1_i1_len=219	219	87.2618	3.57841	2.60003
TRINITY_DN50465_c1_g16_i1_len=219	219	87.2618	8	5.8127
TRINITY_DN50821_c2_g2_i1_len=219	219	87.2618	7.38582	5.36645
TRINITY_DN50999_c1_g10_i1_len=219	219	87.2618	17	12.352
TRINITY_DN51209_c5_g1_i1_len=677	677	525.047	88.6106	10.7004
TRINITY_DN51801_c1_g4_i1_len=219	219	87.2618	6.54755	4.75737
TRINITY_DN52134_c3_g4_i1_len=219	219	87.2618	2	1.45318
TRINITY_DN52142_c0_g1_i1_len=219	219	87.2618	2	1.45318
TRINITY_DN52346_c0_g1_i1_len=219	219	87.2618	6.53086	4.74524
TRINITY_DN52400_c0_g1_i1_len=350	350	201.453	13	4.09149
TRINITY_DN52555_c2_g2_i1_len=219	219	87.2618	11	7.99246
TRINITY_DN52681_c2_g10_i1_len=219	219	87.2618	4.1178	2.99195
TRINITY_DN52922_c1_g6_i7_len=1629	1629	1476.98	113.236	4.86098
TRINITY_DN53123_c3_g21_i1_len=219	219	87.2618	19.6593	14.2842
TRINITY_DN54226_c5_g15_i1_len=219	219	87.2618	2	1.45318
TRINITY_DN54858_c3_g12_i1_len=219	219	87.2618	16.6692	12.1116
TRINITY_DN54871_c7_g5_i1_len=219	219	87.2618	5.86025	4.25798
TRINITY_DN54894_c5_g23_i1_len=219	219	87.2618	27.6919	20.1206
TRINITY_DN54984_c10_g1_i1_len=219	219	87.2618	1	0.726588
TRINITY_DN55089_c2_g6_i1_len=219	219	87.2618	2.05927	1.49624
TRINITY_DN55397_c3_g2_i1_len=219	219	87.2618	19.9497	14.4952
TRINITY_DN55807_c10_g10_i1_len=219	219	87.2618	13.0216	9.46133
TRINITY_DN55807_c10_g12_i4_len=219	219	87.2618	19	13.8052
TRINITY_DN56002_c0_g1_i1_len=219	219	87.2618	5.21424	3.7886
TRINITY_DN56002_c0_g3_i1_len=219	219	87.2618	5.21424	3.7886
TRINITY_DN56456_c2_g11_i1_len=421	421	270.184	49.9892	11.7308
TRINITY_DN56783_c2_g1_i1_len=219	219	87.2618	4.38278	3.18447
TRINITY_DN56802_c3_g7_i1_len=219	219	87.2618	4	2.90635
TRINITY_DN56860_c7_g3_i1_len=219	219	87.2618	1	0.726588
TRINITY_DN56890_c25_g17_i1_len=219	219	87.2618	13.2863	9.65364
TRINITY_DN58895_c0_g1_i1_len=219	219	87.2618	1	0.726588
TRINITY_DN72904_c0_g1_i1_len=219	219	87.2618	2	1.45318
TRINITY_DN78280_c0_g1_i1_len=493	493	341.425	32.9917	6.12662
TRINITY_DN83059_c0_g1_i1_len=219	219	87.2618	3	2.17976
TRINITY_DN89382_c0_g1_i1_len=219	219	87.2618	1	0.726588
TRINITY_DN20368_c0_g1_i1_len=945	945	792.978	74.5175	5.95812
TRINITY_DN23802_c0_g1_i1_len=436	436	284.97	52.1284	11.5981
TRINITY_DN53238_c0_g1_i17_len=1322	1322	1169.98	131.879	7.1468
TRINITY_DN52433_c0_g7_i3_len=876	876	723.978	60.4437	5.29344
TRINITY_DN54355_c0_g1_i1_len=1367	1367	1214.98	118.664	6.19245
TRINITY_DN55308_c0_g4_i1_len=701	701	549.017	82.9432	9.57872
TRINITY_DN16094_c0_g1_i1_len=320	320	173.514	18	6.57733
TRINITY_DN35530_c0_g1_i1_len=577	577	425.047	40.499	6.04115
TRINITY_DN51578_c4_g1_i1_len=859	859	706.978	89	7.98172
TRINITY_DN51890_c3_g1_i2_len=1761	1761	1608.98	158.253	6.23612
TRINITY_DN54354_c0_g3_i2_len=1101	1101	948.978	142	9.48734
TRINITY_DN9092_c0_g1_i1_len=320	320	173.514	18.8093	6.87304
TRINITY_DN53123_c4_g3_i1_len=251	251	113.156	15	8.40478
TRINITY_DN54471_c0_g3_i18_len=2024	2024	1871.98	206.639	6.99881
TRINITY_DN34885_c0_g1_i1_len=1135	1135	982.978	90.4722	5.83558
TRINITY_DN37173_c1_g2_i2_len=311	311	165.38	14.2143	5.44948
TRINITY_DN48919_c0_g1_i1_len=2181	2181	2028.98	194	6.06229
TRINITY_DN56629_c10_g6_i1_len=303	303	158.009	39.7018	15.9309
TRINITY_DN46452_c1_g1_i3_len=235	235	100.008	4.87127	3.0883
TRINITY_DN48747_c1_g1_i2_len=1595	1595	1442.98	166.697	7.32456
TRINITY_DN53286_c9_g1_i4_len=3610	3610	3457.98	0.592575	0.0108651
TRINITY_DN54449_c4_g1_i1_len=548	548	396.092	34.5924	5.53727
TRINITY_DN56020_c6_g3_i1_len=773	773	621.017	91	9.29074
TRINITY_DN36734_c0_g1_i1_len=1503	1503	1350.98	146	6.85199
TRINITY_DN50701_c0_g3_i1_len=304	304	158.964	31.636	12.6181
TRINITY_DN52637_c3_g1_i1_len=218	218	86.5458	2.84631	2.0852
TRINITY_DN55780_c1_g1_i1_len=378	378	228.268	16	4.44413
TRINITY_DN56642_c1_g2_i5_len=1504	1504	1351.98	119.757	5.61622
TRINITY_DN20701_c0_g2_i1_len=289	289	145.544	10	4.35632
TRINITY_DN36612_c0_g1_i2_len=1137	1137	984.978	92	5.92207
TRINITY_DN37970_c0_g3_i1_len=289	289	145.544	22.4159	9.76509
TRINITY_DN42914_c1_g2_i1_len=289	289	145.544	17.4933	7.62064
TRINITY_DN47812_c5_g1_i1_len=349	349	200.498	75.0017	23.7177
TRINITY_DN48965_c0_g1_i3_len=533	533	381.265	23.8522	3.96657
TRINITY_DN50056_c0_g1_i1_len=289	289	145.544	10.4839	4.56711
TRINITY_DN50374_c1_g1_i1_len=212	212	81.8811	35.4881	27.4796
TRINITY_DN50480_c3_g1_i1_len=289	289	145.544	18.119	7.89319
TRINITY_DN50931_c1_g1_i4_len=847	847	695.017	261.23	23.8309
TRINITY_DN51752_c0_g1_i1_len=283	283	140.27	0	0
TRINITY_DN54976_c7_g1_i1_len=349	349	200.498	12	3.79475
TRINITY_DN10406_c0_g1_i1_len=240	240	104.091	15.729	9.58073
TRINITY_DN45040_c4_g1_i1_len=575	575	423.07	54.9288	8.23189
TRINITY_DN47820_c0_g1_i1_len=519	519	367.327	43.96	7.58782
TRINITY_DN48757_c0_g1_i3_len=2482	2482	2329.98	296	8.05475
TRINITY_DN51668_c7_g1_i8_len=1555	1555	1402.98	178.495	8.06654
TRINITY_DN53430_c1_g2_i2_len=1501	1501	1348.98	175.156	8.23252
TRINITY_DN55135_c3_g9_i1_len=519	519	367.327	23.1265	3.99181
TRINITY_DN56855_c0_g4_i5_len=4879	4879	4726.98	82.6656	1.1088
TRINITY_DN13066_c0_g1_i1_len=799	799	647.017	66.6242	6.52873
TRINITY_DN35018_c1_g1_i1_len=631	631	479.047	59.4632	7.87014
TRINITY_DN49860_c3_g1_i2_len=771	771	619.017	79	8.09165
TRINITY_DN49979_c0_g3_i1_len=452	452	300.761	22.786	4.80352
TRINITY_DN50627_c4_g1_i5_len=1596	1596	1443.98	140.711	6.17845
TRINITY_DN52924_c2_g2_i4_len=2209	2209	2056.98	191.388	5.89925
TRINITY_DN54747_c1_g5_i1_len=659	659	507.047	35.503	4.43945
TRINITY_DN55429_c0_g6_i13_len=1880	1880	1727.98	216.352	7.93844
TRINITY_DN55455_c4_g2_i2_len=1660	1660	1507.98	210.152	8.83592
TRINITY_DN93437_c0_g1_i1_len=229	229	95.2476	3.83771	2.55465
TRINITY_DN50560_c0_g2_i2_len=1806	1806	1653.98	158	6.05675
TRINITY_DN52105_c1_g7_i1_len=347	347	198.599	14.702	4.69365
TRINITY_DN69310_c0_g1_i1_len=367	367	217.602	43.5129	12.6785
TRINITY_DN23523_c0_g2_i1_len=1022	1022	869.978	79	5.75746
TRINITY_DN49959_c2_g11_i3_len=835	835	683.017	153.087	14.2108
TRINITY_DN53755_c4_g4_i1_len=256	256	117.27	12	6.48794
TRINITY_DN55143_c0_g1_i2_len=910	910	757.978	106.184	8.88211
TRINITY_DN56249_c2_g1_i1_len=630	630	478.047	54	7.16202
TRINITY_DN56320_c3_g6_i3_len=1705	1705	1552.98	208.549	8.51442
TRINITY_DN16725_c0_g1_i1_len=256	256	117.27	48.0349	25.9706
TRINITY_DN24616_c0_g1_i1_len=256	256	117.27	4	2.16265
TRINITY_DN33088_c0_g1_i2_len=256	256	117.27	4.47185	2.41775
TRINITY_DN34168_c0_g2_i1_len=256	256	117.27	6	3.24397
TRINITY_DN4538_c0_g1_i1_len=256	256	117.27	2	1.08132
TRINITY_DN50323_c0_g2_i1_len=319	319	172.612	28	10.2849
TRINITY_DN50459_c1_g1_i1_len=256	256	117.27	12.4249	6.71765
TRINITY_DN50737_c1_g1_i1_len=256	256	117.27	5.8388	3.15681
TRINITY_DN51900_c1_g11_i1_len=256	256	117.27	44.0488	23.8155
TRINITY_DN53534_c4_g1_i1_len=256	256	117.27	7.37505	3.9874
TRINITY_DN56706_c0_g1_i1_len=256	256	117.27	9	4.86595
TRINITY_DN56746_c2_g9_i2_len=877	877	724.978	61.6483	5.39149
TRINITY_DN16515_c0_g1_i1_len=377	377	227.294	22.7607	6.34908
TRINITY_DN52469_c2_g2_i5_len=2662	2662	2509.98	214.688	5.42313
TRINITY_DN54939_c5_g3_i1_len=2571	2571	2418.98	225.627	5.91388
TRINITY_DN56796_c0_g5_i2_len=2783	2783	2630.98	270.875	6.52776
TRINITY_DN56892_c18_g8_i2_len=807	807	655.017	164.562	15.9291
TRINITY_DN26966_c0_g1_i1_len=405	405	254.504	19.9421	4.96808
TRINITY_DN35011_c0_g1_i1_len=348	348	199.543	8.78413	2.7911
TRINITY_DN43321_c0_g2_i1_len=1019	1019	866.978	116	8.48325
TRINITY_DN56156_c2_g3_i1_len=322	322	175.386	27.5773	9.9694
TRINITY_DN56538_c2_g17_i5_len=573	573	421.07	33.0219	4.97233
TRINITY_DN94826_c0_g1_i1_len=348	348	199.543	28.4912	9.05289
TRINITY_DN46448_c0_g1_i1_len=517	517	365.347	61.5617	10.6836
TRINITY_DN54471_c0_g3_i13_len=2054	2054	1901.98	193.519	6.45105
TRINITY_DN55187_c4_g4_i5_len=1344	1344	1191.98	138.637	7.37436
TRINITY_DN39711_c0_g1_i3_len=644	644	492.047	55.6916	7.17621
TRINITY_DN51885_c10_g1_i3_len=1661	1661	1508.98	197.849	8.3131
TRINITY_DN55145_c1_g1_i1_len=2375	2375	2222.98	615.108	17.544
TRINITY_DN55827_c4_g4_i2_len=2517	2517	2364.98	215.351	5.77341
TRINITY_DN56835_c11_g13_i3_len=745	745	593.017	61.447	6.56971
TRINITY_DN56835_c11_g24_i1_len=656	656	504.047	64.9598	8.17121
TRINITY_DN24522_c0_g1_i1_len=2047	2047	1894.98	161	5.38684
TRINITY_DN52601_c3_g1_i5_len=2242	2242	2089.98	263.317	7.98822
TRINITY_DN55053_c2_g8_i1_len=878	878	725.978	99	8.64618
TRINITY_DN140129_c0_g1_i1_len=288	288	144.669	12	5.25918
TRINITY_DN35529_c0_g1_i1_len=288	288	144.669	17	7.4505
TRINITY_DN37712_c0_g1_i2_len=655	655	503.047	61	7.68836
TRINITY_DN42214_c0_g2_i1_len=288	288	144.669	54.2503	23.776
TRINITY_DN47527_c0_g2_i2_len=1044	1044	891.978	71.9392	5.11357
TRINITY_DN51644_c2_g3_i2_len=683	683	531.047	57	6.80541
TRINITY_DN52924_c2_g2_i6_len=2831	2831	2678.98	278.364	6.58803
TRINITY_DN53869_c3_g3_i11_len=1719	1719	1566.98	86.2308	3.48909
TRINITY_DN54111_c3_g3_i1_len=288	288	144.669	22.1039	9.68734
TRINITY_DN54680_c0_g1_i7_len=2500	2500	2347.98	268.324	7.24565
TRINITY_DN55877_c0_g1_i1_len=961	961	808.978	67.8879	5.32069
TRINITY_DN56161_c1_g5_i1_len=208	208	78.7912	0	0
TRINITY_DN56884_c3_g50_i1_len=784	784	632.017	68.6569	6.8876
TRINITY_DN40525_c0_g2_i1_len=376	376	226.306	19.0206	5.32894
TRINITY_DN49830_c0_g2_i2_len=549	549	397.092	51.6408	8.24544
TRINITY_DN55333_c2_g1_i4_len=591	591	439.047	114.23	16.496
TRINITY_DN56682_c2_g1_i1_len=364	364	214.711	81.8618	24.1735
TRINITY_DN6669_c0_g1_i1_len=376	376	226.306	21.0967	5.91059
TRINITY_DN40816_c0_g1_i1_len=599	599	447.047	51	7.23318
TRINITY_DN46562_c0_g3_i1_len=599	599	447.047	34.2157	4.85271
TRINITY_DN49016_c0_g2_i7_len=1215	1215	1062.98	143.487	8.55856
TRINITY_DN51898_c0_g1_i1_len=552	552	400.07	42.3979	6.71925
TRINITY_DN55173_c0_g3_i7_len=571	571	419.07	44	6.65699
TRINITY_DN55732_c5_g8_i1_len=256	256	117.27	3	1.62198
TRINITY_DN39247_c0_g1_i1_len=654	654	502.047	49.8776	6.29902
TRINITY_DN49290_c0_g2_i1_len=543	543	391.136	38	6.15982
TRINITY_DN53125_c10_g3_i1_len=318	318	171.71	12.4719	4.60519
TRINITY_DN91230_c0_g1_i1_len=318	318	171.71	23.3061	8.60569
TRINITY_DN52781_c3_g1_i2_len=1381	1381	1228.98	144.631	7.46157
TRINITY_DN53261_c5_g1_i1_len=224	224	91.2618	18.2783	12.6987
TRINITY_DN53377_c3_g10_i4_len=2704	2704	2551.98	281.753	7.00009
TRINITY_DN56634_c2_g17_i1_len=294	294	149.905	12.6099	5.33344
TRINITY_DN56679_c4_g22_i1_len=288	288	144.669	6.21262	2.72277
TRINITY_DN35097_c0_g1_i1_len=347	347	198.599	11.4436	3.65341
TRINITY_DN36822_c0_g2_i1_len=347	347	198.599	46.7101	14.9124
TRINITY_DN41854_c0_g3_i1_len=437	437	285.939	17.6379	3.911
TRINITY_DN55780_c2_g2_i5_len=764	764	612.017	50	5.17987
TRINITY_DN56084_c1_g8_i3_len=1736	1736	1583.98	128.766	5.15425
TRINITY_DN50456_c1_g10_i1_len=1233	1233	1080.98	75.4721	4.42672
TRINITY_DN50886_c0_g2_i4_len=719	719	567.017	68	7.60371
TRINITY_DN54845_c0_g16_i6_len=4410	4410	4257.98	384.464	5.72486
TRINITY_DN54991_c2_g2_i7_len=966	966	813.978	129.468	10.0847
TRINITY_DN28227_c0_g1_i1_len=459	459	307.676	17.7334	3.65436
TRINITY_DN48632_c0_g1_i1_len=459	459	307.676	22.8434	4.70739
TRINITY_DN54174_c7_g3_i1_len=1343	1343	1190.98	113.145	6.02341
TRINITY_DN54187_c1_g2_i1_len=337	337	189.163	40.5385	13.5876
TRINITY_DN22563_c0_g3_i1_len=355	355	206.122	0	0
TRINITY_DN44663_c0_g2_i1_len=790	790	638.017	59	5.86317
TRINITY_DN45531_c0_g1_i1_len=818	818	666.017	87	8.28221
TRINITY_DN47692_c1_g3_i2_len=3606	3606	3453.98	347.684	6.38231
TRINITY_DN54939_c5_g13_i1_len=652	652	500.047	57.2495	7.25894
TRINITY_DN56784_c2_g2_i1_len=790	790	638.017	64	6.36005
TRINITY_DN82623_c0_g1_i1_len=431	431	280.017	24.3465	5.5127
TRINITY_DN10316_c0_g1_i1_len=218	218	86.5458	1	0.732599
TRINITY_DN10408_c0_g1_i1_len=218	218	86.5458	1	0.732599
TRINITY_DN106394_c0_g1_i1_len=218	218	86.5458	4	2.93039
TRINITY_DN115030_c0_g1_i1_len=218	218	86.5458	1	0.732599
TRINITY_DN139523_c0_g1_i1_len=218	218	86.5458	1	0.732599
TRINITY_DN19578_c0_g1_i1_len=218	218	86.5458	8.07359	5.9147
TRINITY_DN20114_c1_g1_i1_len=218	218	86.5458	11.2748	8.25988
TRINITY_DN21504_c1_g2_i1_len=218	218	86.5458	3	2.1978
TRINITY_DN22403_c0_g2_i1_len=218	218	86.5458	1.13222	0.829463
TRINITY_DN27632_c0_g2_i1_len=218	218	86.5458	9.14281	6.69801
TRINITY_DN32020_c0_g1_i1_len=218	218	86.5458	10.4571	7.66083
TRINITY_DN32767_c0_g1_i1_len=218	218	86.5458	9	6.59339
TRINITY_DN3403_c0_g2_i1_len=218	218	86.5458	5	3.66299
TRINITY_DN36024_c0_g1_i1_len=218	218	86.5458	5	3.66299
TRINITY_DN36925_c0_g2_i1_len=218	218	86.5458	0	0
TRINITY_DN39755_c0_g1_i1_len=218	218	86.5458	1	0.732599
TRINITY_DN43399_c0_g7_i1_len=218	218	86.5458	0	0
TRINITY_DN45755_c3_g1_i1_len=218	218	86.5458	3.03116	2.22063
TRINITY_DN47326_c2_g1_i1_len=2059	2059	1906.98	241	8.01279
TRINITY_DN47361_c9_g11_i1_len=218	218	86.5458	0	0
TRINITY_DN47845_c1_g1_i2_len=1700	1700	1547.98	166	6.79917
TRINITY_DN48017_c1_g1_i2_len=218	218	86.5458	4	2.93039
TRINITY_DN48652_c0_g1_i1_len=218	218	86.5458	3	2.1978
TRINITY_DN48940_c3_g8_i1_len=218	218	86.5458	2.7337	2.00271
TRINITY_DN49396_c6_g6_i1_len=218	218	86.5458	15	10.989
TRINITY_DN49948_c0_g5_i1_len=218	218	86.5458	1	0.732599
TRINITY_DN50612_c7_g2_i1_len=569	569	417.07	57.6374	8.76209
TRINITY_DN51793_c3_g4_i1_len=218	218	86.5458	9	6.59339
TRINITY_DN51959_c10_g1_i1_len=218	218	86.5458	1	0.732599
TRINITY_DN53226_c1_g8_i4_len=2606	2606	2453.98	246.272	6.36291
TRINITY_DN54865_c7_g2_i1_len=218	218	86.5458	1.22903	0.900389
TRINITY_DN54971_c7_g2_i1_len=218	218	86.5458	0	0
TRINITY_DN54976_c5_g1_i1_len=403	403	252.532	22.2227	5.57946
TRINITY_DN56634_c2_g14_i1_len=218	218	86.5458	6.01052	4.4033
TRINITY_DN56772_c5_g6_i1_len=218	218	86.5458	2.34948	1.72123
TRINITY_DN57131_c0_g1_i1_len=218	218	86.5458	1	0.732599
TRINITY_DN59653_c0_g1_i1_len=218	218	86.5458	1	0.732599
TRINITY_DN71486_c0_g1_i1_len=218	218	86.5458	1	0.732599
TRINITY_DN73275_c0_g1_i1_len=218	218	86.5458	1	0.732599
TRINITY_DN79640_c0_g1_i1_len=218	218	86.5458	1	0.732599
TRINITY_DN88084_c0_g1_i1_len=218	218	86.5458	1	0.732599
TRINITY_DN12124_c0_g1_i1_len=486	486	334.444	33.481	6.34727
TRINITY_DN42530_c0_g1_i1_len=1699	1699	1546.98	147	6.02484
TRINITY_DN50367_c4_g1_i3_len=944	944	791.978	71.7879	5.74712
TRINITY_DN54821_c4_g3_i4_len=987	987	834.978	67.4937	5.12508
TRINITY_DN56147_c5_g2_i4_len=2936	2936	2783.98	194.932	4.43944
TRINITY_DN23791_c0_g3_i1_len=255	255	116.48	12.036	6.55152
TRINITY_DN30700_c0_g1_i1_len=255	255	116.48	16.9219	9.2111
TRINITY_DN3212_c0_g1_i1_len=255	255	116.48	3	1.63299
TRINITY_DN33006_c0_g1_i1_len=541	541	389.179	44.9189	7.31798
TRINITY_DN3647_c0_g1_i1_len=255	255	116.48	2	1.08866
TRINITY_DN45246_c0_g3_i1_len=255	255	116.48	12.6212	6.87009
TRINITY_DN48147_c1_g13_i2_len=255	255	116.48	17.8195	9.6997
TRINITY_DN56108_c3_g2_i1_len=255	255	116.48	8.44978	4.59947
TRINITY_DN7502_c0_g2_i1_len=255	255	116.48	2.56032	1.39365
TRINITY_DN41316_c0_g3_i1_len=733	733	581.017	39.6893	4.33109
TRINITY_DN48458_c0_g3_i1_len=342	342	193.84	18.9772	6.20726
TRINITY_DN1713_c0_g1_i1_len=287	287	143.777	14.8875	6.56514
TRINITY_DN43531_c0_g1_i1_len=287	287	143.777	9.42065	4.15435
TRINITY_DN45989_c0_g1_i1_len=2108	2108	1955.98	201	6.51545
TRINITY_DN46411_c0_g1_i1_len=980	980	827.978	121.827	9.32901
TRINITY_DN49812_c0_g1_i1_len=733	733	581.017	74.2809	8.10589
TRINITY_DN50882_c0_g1_i1_len=287	287	143.777	24.0867	10.6218
TRINITY_DN54747_c1_g4_i1_len=1837	1837	1684.98	160.335	6.0332
TRINITY_DN54865_c7_g3_i1_len=287	287	143.777	20.5934	9.08136
TRINITY_DN55624_c4_g3_i1_len=430	430	279.017	76.1364	17.3011
TRINITY_DN56268_c2_g3_i1_len=1035	1035	882.978	105.822	7.59866
TRINITY_DN56423_c4_g2_i1_len=346	346	197.632	21.7795	6.98719
TRINITY_DN56679_c4_g51_i1_len=346	346	197.632	30.6893	9.8456
TRINITY_DN100_c0_g2_i1_len=440	440	288.891	23	5.04785
TRINITY_DN53495_c1_g1_i1_len=317	317	170.778	14.9363	5.54528
TRINITY_DN53858_c3_g2_i1_len=317	317	170.778	12.2866	4.56155
TRINITY_DN54394_c0_g2_i1_len=317	317	170.778	33.642	12.49
TRINITY_DN55161_c0_g1_i1_len=254	254	115.647	22	12.0615
TRINITY_DN56757_c6_g1_i1_len=360	360	210.865	18.1284	5.45088
TRINITY_DN23163_c0_g1_i1_len=1555	1555	1402.98	100	4.5192
TRINITY_DN31327_c0_g2_i1_len=332	332	184.574	30	10.3054
TRINITY_DN35528_c0_g1_i1_len=402	402	251.588	31	7.81239
TRINITY_DN46072_c3_g6_i1_len=402	402	251.588	22.0564	5.55849
TRINITY_DN53107_c1_g1_i1_len=1308	1308	1155.98	103.688	5.68713
TRINITY_DN49694_c0_g1_i1_len=704	704	552.017	80.036	9.19275
TRINITY_DN50747_c0_g2_i2_len=2069	2069	1916.98	185.359	6.13069
TRINITY_DN54332_c4_g8_i9_len=1401	1401	1248.98	102.088	5.18241
TRINITY_DN56097_c0_g2_i11_len=599	599	447.047	17.5175	2.48446
TRINITY_DN56538_c2_g8_i6_len=587	587	435.047	24.5911	3.58389
TRINITY_DN49469_c1_g1_i1_len=1756	1756	1603.98	160.378	6.33954
TRINITY_DN53297_c3_g12_i1_len=222	222	89.6806	0	0
TRINITY_DN54237_c7_g2_i1_len=868	868	715.978	132.819	11.7618
TRINITY_DN55074_c0_g2_i6_len=2362	2362	2209.98	260.893	7.48492
TRINITY_DN50535_c0_g1_i2_len=2664	2664	2511.98	319.01	8.05195
TRINITY_DN53828_c0_g1_i1_len=459	459	307.676	137.609	28.3572
TRINITY_DN56004_c3_g3_i5_len=1423	1423	1270.98	160.414	8.00232
TRINITY_DN51213_c1_g1_i2_len=1250	1250	1097.98	119	6.87172
TRINITY_DN53005_c0_g1_i1_len=566	566	414.07	39	5.97177
TRINITY_DN56376_c0_g3_i1_len=1168	1168	1015.98	96.6494	6.03153
TRINITY_DN37796_c2_g4_i1_len=251	251	113.156	18.6673	10.4597
TRINITY_DN41494_c0_g1_i1_len=511	511	359.367	72.0644	12.7144
TRINITY_DN53702_c6_g1_i2_len=894	894	741.978	94.3996	8.06662
TRINITY_DN56864_c9_g2_i1_len=254	254	115.647	2.55364	1.40003
TRINITY_DN56903_c6_g1_i1_len=757	757	605.017	78.544	8.2311
TRINITY_DN38538_c1_g1_i1_len=620	620	468.047	28	3.79298
TRINITY_DN40102_c0_g1_i1_len=401	401	250.616	32.4185	8.20154
TRINITY_DN49246_c2_g18_i1_len=345	345	196.676	26.5613	8.56268
TRINITY_DN51609_c3_g5_i2_len=1111	1111	958.978	103.913	6.87028
TRINITY_DN52114_c4_g8_i2_len=2518	2518	2365.98	291.044	7.79938
TRINITY_DN140393_c0_g1_i1_len=1438	1438	1285.98	116	5.71922
TRINITY_DN41632_c0_g1_i1_len=1110	1110	957.978	99	6.55227
TRINITY_DN48652_c0_g9_i9_len=721	721	569.017	59.4345	6.62256
TRINITY_DN13391_c0_g1_i1_len=619	619	467.047	31	4.20837
TRINITY_DN37628_c0_g1_i2_len=592	592	440.047	63.301	9.12061
TRINITY_DN48914_c2_g2_i4_len=316	316	169.884	175.466	65.4867
TRINITY_DN56884_c2_g6_i1_len=399	399	248.672	51.0445	13.0147
TRINITY_DN56888_c15_g15_i1_len=316	316	169.884	62.7191	23.4077
TRINITY_DN52678_c5_g3_i1_len=364	364	214.711	41.3522	12.2112
TRINITY_DN56726_c3_g4_i2_len=269	269	128.152	19.0308	9.41551
TRINITY_DN50103_c5_g4_i2_len=1631	1631	1478.98	156.374	6.70371
TRINITY_DN55827_c4_g4_i9_len=2014	2014	1861.98	250.532	8.53102
TRINITY_DN25056_c0_g1_i1_len=286	286	142.877	8	3.5501
TRINITY_DN28726_c0_g1_i1_len=296	296	151.681	0	0
TRINITY_DN38444_c0_g5_i1_len=341	341	192.906	26.6667	8.76468
TRINITY_DN40510_c0_g1_i1_len=286	286	142.877	6.7221	2.98302
TRINITY_DN45811_c0_g4_i1_len=286	286	142.877	9.24065	4.10066
TRINITY_DN50502_c0_g2_i1_len=280	280	137.698	13	5.98589
TRINITY_DN52535_c1_g6_i1_len=2502	2502	2349.98	231	6.23247
TRINITY_DN53273_c1_g7_i1_len=286	286	142.877	14.7644	6.5519
TRINITY_DN53400_c10_g1_i1_len=286	286	142.877	14.5055	6.43701
TRINITY_DN53503_c1_g1_i1_len=280	280	137.698	9.57717	4.40984
TRINITY_DN55431_c1_g2_i7_len=3548	3548	3395.98	311.165	5.8095
TRINITY_DN53487_c1_g1_i4_len=1469	1469	1316.98	98.5317	4.74362
TRINITY_DN53926_c3_g2_i5_len=509	509	357.367	31.4447	5.57885
TRINITY_DN107212_c0_g1_i1_len=254	254	115.647	2	1.0965
TRINITY_DN124433_c0_g1_i1_len=699	699	547.047	80.5817	9.33951
TRINITY_DN27547_c1_g3_i1_len=254	254	115.647	13.474	7.38713
TRINITY_DN29345_c0_g1_i1_len=254	254	115.647	7	3.83776
TRINITY_DN35731_c0_g1_i1_len=254	254	115.647	5.75772	3.15668
TRINITY_DN51858_c2_g7_i3_len=536	536	384.244	36.2108	5.97508
TRINITY_DN52508_c1_g2_i1_len=254	254	115.647	7	3.83776
TRINITY_DN52532_c8_g2_i1_len=254	254	115.647	37.8896	20.773
TRINITY_DN55635_c18_g1_i2_len=254	254	115.647	10.1914	5.58746
TRINITY_DN56072_c1_g2_i1_len=571	571	419.07	37.3897	5.65689
TRINITY_DN12321_c0_g1_i4_len=363	363	213.771	0	0
TRINITY_DN128110_c0_g1_i1_len=372	372	222.406	21.856	6.23068
TRINITY_DN53014_c7_g1_i1_len=590	590	438.047	50.4289	7.29913
TRINITY_DN54038_c3_g2_i1_len=2087	2087	1934.98	174.321	5.71196
TRINITY_DN54526_c1_g4_i1_len=1064	1064	911.978	79	5.49231
TRINITY_DN55156_c1_g1_i1_len=983	983	830.978	129.302	9.86571
TRINITY_DN56456_c0_g2_i1_len=344	344	195.731	12.0032	3.88821
TRINITY_DN52631_c1_g2_i1_len=1023	1023	870.978	115.479	8.40637
TRINITY_DN42875_c0_g2_i4_len=970	970	817.978	100.974	7.82673
